"split","scene_name","sample_token","image_path","annotation_token","class_id","class_name","source_category","visibility_token","center_x_m","center_y_m","center_z_m","distance_m","within_10m","bbox_x1","bbox_y1","bbox_x2","bbox_y2","label_provenance"
"train","scene-0553","d3c0bbf933594f7184e20d761b6416f4","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489310912404.jpg","5e43be081ccc4485babe0981352c7d93","2","car","vehicle.car","4","-15.6945","1.3544","49.8459","52.2758","0","391.65","481.38","468.70","527.66","official_3d_box_projected_to_cam_front"
"train","scene-0553","d3c0bbf933594f7184e20d761b6416f4","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489310912404.jpg","eeaa1903d0654d1dbec3c8cdf9724848","8","obstacle","movable_object.barrier","4","-2.9502","1.8899","61.3707","61.4706","0","761.25","496.12","771.72","521.61","official_3d_box_projected_to_cam_front"
"train","scene-0553","d3c0bbf933594f7184e20d761b6416f4","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489310912404.jpg","7cec25a239de412aa88f82a3a3130bd5","0","person","human.pedestrian.adult","4","-0.0405","0.6549","7.3836","7.4127","1","726.35","435.36","906.18","739.12","official_3d_box_projected_to_cam_front"
"train","scene-0553","d3c0bbf933594f7184e20d761b6416f4","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489310912404.jpg","4ecfa8544ac74b9e85fdd3ccc5f81a9c","2","car","vehicle.car","4","-12.0755","1.0796","47.3444","48.8720","0","466.20","471.09","543.81","526.48","official_3d_box_projected_to_cam_front"
"train","scene-0553","d3c0bbf933594f7184e20d761b6416f4","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489310912404.jpg","feb03792764b4f8796dfe53de5e24349","0","person","human.pedestrian.adult","4","-28.5490","1.3600","49.2881","56.9756","0","86.92","479.17","114.70","530.09","official_3d_box_projected_to_cam_front"
"train","scene-0553","d3c0bbf933594f7184e20d761b6416f4","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489310912404.jpg","18fb955936e749a3b8498441a5026c32","0","person","human.pedestrian.adult","4","0.8007","0.4730","8.0087","8.0626","1","863.12","388.19","1034.80","708.30","official_3d_box_projected_to_cam_front"
"train","scene-0553","31812a5e8d514b5f8d2fbc50fc007475","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489311362404.jpg","cefb2a06a7f342bda4bd1a4ecec8fa87","0","person","human.pedestrian.adult","4","-0.7224","0.6508","7.8514","7.9114","1","635.52","432.19","790.66","723.00","official_3d_box_projected_to_cam_front"
"train","scene-0553","31812a5e8d514b5f8d2fbc50fc007475","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489311362404.jpg","a1e8bce396dc4d7aac5307f2ec7daea2","0","person","human.pedestrian.adult","4","0.1827","0.6826","6.5251","6.5632","1","775.74","438.96","945.87","776.65","official_3d_box_projected_to_cam_front"
"train","scene-0553","31812a5e8d514b5f8d2fbc50fc007475","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489311362404.jpg","1fad14f2335f413ebbc30c1b5a09824b","0","person","human.pedestrian.adult","3","0.0732","1.5279","49.4427","49.4663","0","818.73","491.87","838.25","525.69","official_3d_box_projected_to_cam_front"
"train","scene-0553","31812a5e8d514b5f8d2fbc50fc007475","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489311362404.jpg","2384168a726a4e50a46423c6be235f8c","8","obstacle","movable_object.barrier","4","-1.9048","1.5350","49.6626","49.7228","0","767.57","496.56","790.13","521.55","official_3d_box_projected_to_cam_front"
"train","scene-0553","31812a5e8d514b5f8d2fbc50fc007475","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489311362404.jpg","a4ef39e155cf4d029600c97f41e466aa","0","person","human.pedestrian.adult","4","3.9313","0.5479","7.1629","8.1892","1","1428.34","425.83","1600.00","715.67","official_3d_box_projected_to_cam_front"
"train","scene-0553","31812a5e8d514b5f8d2fbc50fc007475","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489311362404.jpg","5018563987094c269428ade4cfb96337","8","obstacle","movable_object.pushable_pullable","4","4.5945","0.9699","6.9068","8.3519","1","1577.06","565.85","1600.00","734.08","official_3d_box_projected_to_cam_front"
"train","scene-0553","31812a5e8d514b5f8d2fbc50fc007475","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489311362404.jpg","8611abb3507d4a7eab62da10e50931ea","0","person","human.pedestrian.adult","4","-28.2836","1.4600","63.5394","69.5654","0","261.66","481.92","276.12","515.67","official_3d_box_projected_to_cam_front"
"train","scene-0553","31812a5e8d514b5f8d2fbc50fc007475","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489311362404.jpg","0284afad01a1454dacc9cedb443047a7","8","obstacle","movable_object.barrier","3","-3.2871","1.9074","67.2641","67.3714","0","760.53","495.14","770.42","516.34","official_3d_box_projected_to_cam_front"
"train","scene-0553","31812a5e8d514b5f8d2fbc50fc007475","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489311362404.jpg","dbbeecfa076646abaa52525998d3bf8f","0","person","human.pedestrian.adult","2","-2.6651","1.4903","69.2648","69.3321","0","772.01","480.38","784.81","513.53","official_3d_box_projected_to_cam_front"
"train","scene-0553","31812a5e8d514b5f8d2fbc50fc007475","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489311362404.jpg","96752aed65bb46b799daaab7819941ba","8","obstacle","movable_object.barrier","4","-2.3533","1.5320","52.5904","52.6654","0","762.65","495.15","778.84","518.44","official_3d_box_projected_to_cam_front"
"train","scene-0553","31812a5e8d514b5f8d2fbc50fc007475","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489311362404.jpg","b9696d1579614cacab8d91cd50fab00b","2","car","vehicle.car","4","-15.6504","1.3537","49.5096","51.9420","0","389.71","481.44","467.45","528.05","official_3d_box_projected_to_cam_front"
"train","scene-0553","31812a5e8d514b5f8d2fbc50fc007475","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489311362404.jpg","bebf7d7556eb49c283bc890309112535","8","obstacle","movable_object.barrier","4","-2.9461","1.8963","61.3708","61.4708","0","761.33","496.25","771.80","521.74","official_3d_box_projected_to_cam_front"
"train","scene-0553","31812a5e8d514b5f8d2fbc50fc007475","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489311362404.jpg","c088125a19bf4229b568ef2887daf3fd","0","person","human.pedestrian.adult","4","0.4431","0.6575","7.3684","7.4109","1","811.65","435.74","985.51","740.18","official_3d_box_projected_to_cam_front"
"train","scene-0553","31812a5e8d514b5f8d2fbc50fc007475","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489311362404.jpg","ee8f4bd67da149fca73efc09dbff8811","2","car","vehicle.car","4","-12.0723","1.0847","47.3452","48.8722","0","466.29","471.23","543.89","526.62","official_3d_box_projected_to_cam_front"
"train","scene-0553","31812a5e8d514b5f8d2fbc50fc007475","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489311362404.jpg","bdadb8fb8534408f94ad4f36fc2c8c71","0","person","human.pedestrian.adult","4","-28.4936","1.3870","48.6530","56.3997","0","78.62","479.99","106.90","531.58","official_3d_box_projected_to_cam_front"
"train","scene-0553","31812a5e8d514b5f8d2fbc50fc007475","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489311362404.jpg","6f66a78574ff4cc887c502121fd2f760","0","person","human.pedestrian.adult","4","1.5247","0.5005","7.9334","8.0941","1","983.87","391.99","1159.41","715.39","official_3d_box_projected_to_cam_front"
"train","scene-0553","32e2619879854a83953c08ec8557f3bb","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489311862404.jpg","8a6e66f7b33347dc9ebca2da2074f83b","0","person","human.pedestrian.adult","4","0.0961","0.6414","7.9744","8.0007","1","764.17","431.27","922.75","717.37","official_3d_box_projected_to_cam_front"
"train","scene-0553","32e2619879854a83953c08ec8557f3bb","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489311862404.jpg","61b774c8861f488daf3443c1acdd7dda","0","person","human.pedestrian.adult","4","0.7245","0.6589","6.4865","6.5600","1","885.21","433.99","1056.53","773.87","official_3d_box_projected_to_cam_front"
"train","scene-0553","32e2619879854a83953c08ec8557f3bb","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489311862404.jpg","9b09353301364a3ba8f30c5cbacdd1c6","0","person","human.pedestrian.adult","3","0.0660","1.5331","49.4422","49.4660","0","818.55","492.00","838.07","525.83","official_3d_box_projected_to_cam_front"
"train","scene-0553","32e2619879854a83953c08ec8557f3bb","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489311862404.jpg","34652323cef14b59b5989280f3922634","8","obstacle","movable_object.barrier","4","-1.9091","1.5394","49.6632","49.7237","0","767.46","496.67","790.02","521.66","official_3d_box_projected_to_cam_front"
"train","scene-0553","32e2619879854a83953c08ec8557f3bb","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489311862404.jpg","aead53fbae0a4e4e89abfa672b4ca3fe","0","person","human.pedestrian.adult","4","4.4723","0.5103","7.0391","8.3553","1","1530.20","417.82","1600.00","713.38","official_3d_box_projected_to_cam_front"
"train","scene-0553","32e2619879854a83953c08ec8557f3bb","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489311862404.jpg","920e46d17c1748908903bdf8d799ae4e","4","bus","vehicle.bus.rigid","4","-8.7399","1.2385","98.1852","98.5812","0","697.05","464.03","734.85","506.75","official_3d_box_projected_to_cam_front"
"train","scene-0553","32e2619879854a83953c08ec8557f3bb","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489311862404.jpg","a04cc41150d44c3bad31ced9f130edba","0","person","human.pedestrian.adult","4","-28.3666","1.3462","64.8976","70.8391","0","271.92","479.46","286.00","512.51","official_3d_box_projected_to_cam_front"
"train","scene-0553","32e2619879854a83953c08ec8557f3bb","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489311862404.jpg","09adc3d8114644778c4a9cec9fe899df","8","obstacle","movable_object.barrier","3","-3.2919","1.9146","67.2638","67.3716","0","760.44","495.27","770.32","516.48","official_3d_box_projected_to_cam_front"
"train","scene-0553","32e2619879854a83953c08ec8557f3bb","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489311862404.jpg","759062a74ac443bd90a7445d52ca61c2","0","person","human.pedestrian.adult","2","-2.5608","1.5321","68.4080","68.4730","0","773.23","481.28","786.20","514.84","official_3d_box_projected_to_cam_front"
"train","scene-0553","32e2619879854a83953c08ec8557f3bb","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489311862404.jpg","610d28d98dac452fabcf2c726fbc9224","8","obstacle","movable_object.barrier","4","-2.3572","1.5367","52.5903","52.6655","0","762.56","495.26","778.75","518.55","official_3d_box_projected_to_cam_front"
"train","scene-0553","32e2619879854a83953c08ec8557f3bb","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489311862404.jpg","4354abbfc3b74ae19ab6cd3123a1abd6","2","car","vehicle.car","4","-15.6813","1.3624","49.6294","52.0657","0","390.01","481.63","467.53","528.12","official_3d_box_projected_to_cam_front"
"train","scene-0553","32e2619879854a83953c08ec8557f3bb","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489311862404.jpg","fafa9dc401e04d068a4b18caed1b4e2c","8","obstacle","movable_object.barrier","4","-2.9505","1.9029","61.3706","61.4709","0","761.24","496.39","771.71","521.88","official_3d_box_projected_to_cam_front"
"train","scene-0553","32e2619879854a83953c08ec8557f3bb","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489311862404.jpg","31637b0b0a1445fe90ac80ca547d369e","2","car","vehicle.car","4","-12.0758","1.0907","47.3444","48.8724","0","466.19","471.39","543.80","526.78","official_3d_box_projected_to_cam_front"
"train","scene-0553","32e2619879854a83953c08ec8557f3bb","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489311862404.jpg","992d62f6d5454f52b9d52e00dd710d24","0","person","human.pedestrian.adult","4","-28.4379","1.2613","47.9456","55.7592","0","68.96","476.83","97.81","529.19","official_3d_box_projected_to_cam_front"
"train","scene-0553","32e2619879854a83953c08ec8557f3bb","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489311862404.jpg","d7cae6668b4f44e18d153b1d3b3bf27a","0","person","human.pedestrian.adult","4","2.0380","0.5238","7.5841","7.8706","1","1073.08","392.26","1267.35","731.71","official_3d_box_projected_to_cam_front"
"train","scene-0553","4d7cf1ad5f9c4842bb6f135e058deed4","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489312362404.jpg","2009ea15133d4f00a3fa2f53b1d5d331","0","person","human.pedestrian.adult","4","0.8709","0.6320","8.1621","8.2327","1","881.97","430.71","1042.06","709.92","official_3d_box_projected_to_cam_front"
"train","scene-0553","4d7cf1ad5f9c4842bb6f135e058deed4","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489312362404.jpg","44c7bcb422d34893946364a4a14a7cff","0","person","human.pedestrian.adult","4","1.2677","0.6342","6.4471","6.6011","1","986.64","428.79","1169.44","770.90","official_3d_box_projected_to_cam_front"
"train","scene-0553","4d7cf1ad5f9c4842bb6f135e058deed4","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489312362404.jpg","f0f90851422d4cf5ae5df0a177a91ad2","0","person","human.pedestrian.adult","3","0.0639","1.5337","49.4424","49.4662","0","818.50","492.01","838.01","525.84","official_3d_box_projected_to_cam_front"
"train","scene-0553","4d7cf1ad5f9c4842bb6f135e058deed4","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489312362404.jpg","d23a9174a555497789b20beafb4d38b6","8","obstacle","movable_object.barrier","4","-1.9097","1.5392","49.6648","49.7253","0","767.45","496.67","790.00","521.66","official_3d_box_projected_to_cam_front"
"train","scene-0553","4d7cf1ad5f9c4842bb6f135e058deed4","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489312362404.jpg","1e09df4676444643a288a9f704e72bf2","4","bus","vehicle.bus.rigid","4","-9.1705","1.1617","103.6293","104.0408","0","698.59","463.39","734.45","503.75","official_3d_box_projected_to_cam_front"
"train","scene-0553","4d7cf1ad5f9c4842bb6f135e058deed4","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489312362404.jpg","1f82cdf340c7478eb24179aca56f0d92","0","person","human.pedestrian.adult","4","-28.4590","1.3665","65.6604","71.5756","0","276.62","479.74","290.49","512.40","official_3d_box_projected_to_cam_front"
"train","scene-0553","4d7cf1ad5f9c4842bb6f135e058deed4","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489312362404.jpg","6ae88946c09f44618852cf239617346d","8","obstacle","movable_object.barrier","3","-3.2909","1.9158","67.2639","67.3716","0","760.46","495.30","770.34","516.50","official_3d_box_projected_to_cam_front"
"train","scene-0553","4d7cf1ad5f9c4842bb6f135e058deed4","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489312362404.jpg","6023fe2b3280456099c942b0f4bfe0db","0","person","human.pedestrian.adult","2","-2.5705","1.5718","67.8062","67.8731","0","772.58","482.12","785.66","515.98","official_3d_box_projected_to_cam_front"
"train","scene-0553","4d7cf1ad5f9c4842bb6f135e058deed4","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489312362404.jpg","aa04487a3ea54ea5a555de545a56f79c","8","obstacle","movable_object.barrier","4","-2.3564","1.5356","52.5904","52.6655","0","762.58","495.24","778.76","518.52","official_3d_box_projected_to_cam_front"
"train","scene-0553","4d7cf1ad5f9c4842bb6f135e058deed4","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489312362404.jpg","adb07a2b1ba0455689bc4fd59d8628fa","2","car","vehicle.car","4","-15.7071","1.3671","49.7498","52.1884","0","390.44","481.73","467.74","528.10","official_3d_box_projected_to_cam_front"
"train","scene-0553","4d7cf1ad5f9c4842bb6f135e058deed4","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489312362404.jpg","db95bb47d113430fb0eca593868d248b","8","obstacle","movable_object.barrier","4","-2.9496","1.9040","61.3706","61.4709","0","761.27","496.41","771.73","521.90","official_3d_box_projected_to_cam_front"
"train","scene-0553","4d7cf1ad5f9c4842bb6f135e058deed4","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489312362404.jpg","2f99959d27bd4253b2d2661b021f8864","2","car","vehicle.car","4","-12.0752","1.0928","47.3446","48.8724","0","466.21","471.45","543.81","526.83","official_3d_box_projected_to_cam_front"
"train","scene-0553","4d7cf1ad5f9c4842bb6f135e058deed4","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489312362404.jpg","cbf76b64380e417e8cf58eb48eba6391","0","person","human.pedestrian.adult","4","-28.3469","1.2588","47.2552","55.1197","0","60.24","476.87","89.65","529.99","official_3d_box_projected_to_cam_front"
"train","scene-0553","4d7cf1ad5f9c4842bb6f135e058deed4","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489312362404.jpg","dd57ef87e2a4408baf3966434bad9598","0","person","human.pedestrian.adult","4","2.5348","0.5020","7.5520","7.9819","1","1150.97","388.01","1358.26","729.00","official_3d_box_projected_to_cam_front"
"train","scene-0553","c143943fd6e246448eab88ce1a0aeda9","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489312862404.jpg","8806e3c3455d45cd884106f2fceaae36","0","person","human.pedestrian.adult","4","1.6442","0.6223","8.3491","8.5322","1","994.34","430.10","1155.97","702.77","official_3d_box_projected_to_cam_front"
"train","scene-0553","c143943fd6e246448eab88ce1a0aeda9","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489312862404.jpg","679d1b9e1c8d47f0bf527783a5b37a8d","0","person","human.pedestrian.adult","4","1.7837","0.6083","6.3501","6.6238","1","1085.46","422.74","1283.23","770.35","official_3d_box_projected_to_cam_front"
"train","scene-0553","c143943fd6e246448eab88ce1a0aeda9","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489312862404.jpg","772a74aa761948529b5a61f035a75658","0","person","human.pedestrian.adult","3","0.0578","1.5312","49.4418","49.4656","0","818.34","491.95","837.86","525.78","official_3d_box_projected_to_cam_front"
"train","scene-0553","c143943fd6e246448eab88ce1a0aeda9","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489312862404.jpg","4a08b91a739946df853e2bdc7ae8f3e0","8","obstacle","movable_object.barrier","4","-1.9143","1.5355","49.6654","49.7260","0","767.33","496.57","789.89","521.56","official_3d_box_projected_to_cam_front"
"train","scene-0553","c143943fd6e246448eab88ce1a0aeda9","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489312862404.jpg","02dd6f24af844b7894af59a235a926ca","4","bus","vehicle.bus.rigid","4","-9.6223","1.0973","108.8659","109.2958","0","699.50","462.95","733.65","501.28","official_3d_box_projected_to_cam_front"
"train","scene-0553","c143943fd6e246448eab88ce1a0aeda9","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489312862404.jpg","cebe304b35b9490e8ae78cda048b28dd","0","person","human.pedestrian.adult","4","-28.4273","1.5278","66.4975","72.3350","0","284.17","482.67","297.81","514.91","official_3d_box_projected_to_cam_front"
"train","scene-0553","c143943fd6e246448eab88ce1a0aeda9","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489312862404.jpg","814029850594488eb4aa209bb9cff34d","8","obstacle","movable_object.barrier","3","-3.2962","1.9121","67.2636","67.3715","0","760.36","495.23","770.24","516.43","official_3d_box_projected_to_cam_front"
"train","scene-0553","c143943fd6e246448eab88ce1a0aeda9","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489312862404.jpg","6267515a0e1d4ef6a255d5f4ccdb661b","0","person","human.pedestrian.adult","2","-2.6109","1.6072","67.2306","67.3004","0","771.37","482.89","784.56","517.04","official_3d_box_projected_to_cam_front"
"train","scene-0553","c143943fd6e246448eab88ce1a0aeda9","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489312862404.jpg","e93b72cdc44746bcac4c880e0e40110e","8","obstacle","movable_object.barrier","4","-2.3606","1.5308","52.5902","52.6654","0","762.48","495.12","778.67","518.41","official_3d_box_projected_to_cam_front"
"train","scene-0553","c143943fd6e246448eab88ce1a0aeda9","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489312862404.jpg","00bab568dba34010aa9542dd2d32e10c","2","car","vehicle.car","4","-15.7375","1.3649","49.8701","52.3122","0","390.75","481.64","467.83","527.89","official_3d_box_projected_to_cam_front"
"train","scene-0553","c143943fd6e246448eab88ce1a0aeda9","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489312862404.jpg","c3cb090012b943efa654dbb3e17ebf6e","8","obstacle","movable_object.barrier","4","-2.9545","1.9006","61.3704","61.4709","0","761.16","496.34","771.63","521.83","official_3d_box_projected_to_cam_front"
"train","scene-0553","c143943fd6e246448eab88ce1a0aeda9","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489312862404.jpg","c32d3b6ab3224b38a283567ad3a59cd3","2","car","vehicle.car","4","-12.0789","1.0890","47.3436","48.8723","0","466.10","471.34","543.71","526.73","official_3d_box_projected_to_cam_front"
"train","scene-0553","c143943fd6e246448eab88ce1a0aeda9","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489312862404.jpg","4b8350609dd443999ecff96fbc8563bf","0","person","human.pedestrian.adult","4","-28.2608","1.2453","46.5629","54.4824","0","51.08","476.60","81.08","530.53","official_3d_box_projected_to_cam_front"
"train","scene-0553","c143943fd6e246448eab88ce1a0aeda9","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489312862404.jpg","b84eaec518f5419c9b7105d06e997886","0","person","human.pedestrian.adult","4","3.1996","0.4469","7.4647","8.1338","1","1258.47","377.07","1485.37","722.30","official_3d_box_projected_to_cam_front"
"train","scene-0553","47188ae2bc8c4faf83c909b135701176","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489313362404.jpg","2b49be983452422f88596a41c4ff81d0","0","person","human.pedestrian.adult","4","2.3978","0.5139","8.5337","8.8790","1","1099.14","414.43","1262.09","680.87","official_3d_box_projected_to_cam_front"
"train","scene-0553","47188ae2bc8c4faf83c909b135701176","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489313362404.jpg","e297ea7f73dd4a17aa165ef6262daafb","0","person","human.pedestrian.adult","4","2.3495","0.5751","6.3220","6.7689","1","1192.41","415.62","1404.62","764.79","official_3d_box_projected_to_cam_front"
"train","scene-0553","47188ae2bc8c4faf83c909b135701176","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489313362404.jpg","66377fda170e4cc29d96508555426735","0","person","human.pedestrian.adult","3","0.0576","1.5306","49.4413","49.4651","0","818.33","491.93","837.85","525.76","official_3d_box_projected_to_cam_front"
"train","scene-0553","47188ae2bc8c4faf83c909b135701176","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489313362404.jpg","a0346eb64d3447eca2b88afd07a3fd57","8","obstacle","movable_object.barrier","4","-1.9115","1.5337","49.6663","49.7267","0","767.40","496.53","789.96","521.52","official_3d_box_projected_to_cam_front"
"train","scene-0553","47188ae2bc8c4faf83c909b135701176","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489313362404.jpg","2387976590194a3f9f2fc7fdca532744","4","bus","vehicle.bus.rigid","4","-10.0738","1.0382","114.2403","114.6883","0","700.49","462.62","733.05","499.08","official_3d_box_projected_to_cam_front"
"train","scene-0553","47188ae2bc8c4faf83c909b135701176","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489313362404.jpg","dd0ca90ee8fc4c148a697547546bbe7a","0","person","human.pedestrian.adult","4","-28.5917","1.4904","67.2842","73.1223","0","287.46","481.82","300.93","513.69","official_3d_box_projected_to_cam_front"
"train","scene-0553","47188ae2bc8c4faf83c909b135701176","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489313362404.jpg","c1b6e5d6dbd740d598c7513442651763","8","obstacle","movable_object.barrier","3","-3.2917","1.9110","67.2639","67.3715","0","760.44","495.21","770.33","516.41","official_3d_box_projected_to_cam_front"
"train","scene-0553","47188ae2bc8c4faf83c909b135701176","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489313362404.jpg","1cdf371d19c1416aae9eb694e5353704","0","person","human.pedestrian.adult","2","-2.5465","1.6452","66.6347","66.7036","0","772.08","483.72","785.40","518.18","official_3d_box_projected_to_cam_front"
"train","scene-0553","47188ae2bc8c4faf83c909b135701176","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489313362404.jpg","2c12c12b0d8f4335b3bfdc7b991a605c","8","obstacle","movable_object.barrier","4","-2.3577","1.5289","52.5897","52.6647","0","762.54","495.08","778.73","518.36","official_3d_box_projected_to_cam_front"
"train","scene-0553","47188ae2bc8c4faf83c909b135701176","data/fcw/images/nuscenes_mini/train/n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489313362404.jpg","373259299cba4f39bbd01db9457f40b3","2","car","vehicle.car","4","-15.7370","1.3620","49.8289","52.2726","0","390.37","481.58","467.57","527.87","official_3d_box_projected_to_cam_front"
